"V1","V2","V3"
3,-0.0790386234253663,-0.0004937625
3,-0.184383527519023,-0.006268539375
3,0.16495866733294,0.00448875
3,0.246210000632026,0.01492509375
3,-0.195891560299784,-0.00751704545454546
3,0.380583130551012,0.055125
3,-2.43591810575069,-14.454
3,4.8393253732661,113.3325
3,-4.00447790189472,-64.2151800000001
3,7.95551027416431,503.505388636363
4,0.0723251970633239,2.7362671875e-05
4,0.101100610230823,0.00010447565625
4,0.330561114201717,0.011940075
4,0.249525011666672,0.00387664772727273
4,1.15435439126187,1.77564702272727
4,1.15435439126187,1.77564702272727
5,0.0933984254145973,7.10718750000001e-06
5,-0.181874227157637,-0.00019900125
